Year,Latitude,Longitude
1910,-8.84,-38.11
1944,-50.63,-31.69
1929,-26.52,-80.6
1968,-40.99,4.26
1868,-16.87,-78.7
1945,12.05,77.26
1903,20.09,44.36
1995,-15.27,-32.5
2010,-26.52,-80.6
1908,-5.63,-3.23
1886,-24.92,-122.36
1872,-16.87,-95.44
1954,-29.74,-31.38
1984,-31.35,-118.74
1959,-24.92,-122.36
1949,-18.48,69.3
1975,7.23,-112.7
1919,-36.17,-117.35
1980,-5.63,3.23
1856,-29.74,-114.46
1840,-28.13,-77.27
1963,-49.03,-2.45
1976,-26.52,-80.6
1984,-2.41,-45.8
1916,-34.56,-70.05
1832,-52.24,-13.14
1962,-40.99,4.26
1995,4.02,40.98
1921,-21.7,-73.56
1940,-23.31,-112.72
1852,-37.78,-113.9
1991,-21.7,-78.75
1908,-12.05,-8.22
1868,-36.17,-37.79
1772,-45.81,72.69
1937,-31.35,-103.66
1884,-26.52,-80.6
1959,-4.02,74.73
1958,-29.74,-31.38
1882,-12.05,-77.26
1884,-18.48,69.3
1831,-36.17,-37.79
1798,-52.24,-13.14
1955,13.66,38.81
1994,-39.38,-116.53
1982,0.8,-36.16
1966,-52.24,0.0
1874,32.95,-18.19
1853,-36.17,-139.23
1939,-55.45,-36.85
1835,-24.92,-67.39
1974,-49.03,-2.45
1981,-15.27,-32.5
1900,8.84,-13.78
1896,-49.03,-2.45
1834,-26.52,-80.6
1913,-60.27,-29.19
1953,-34.56,118.7
1847,-31.35,-73.51
1852,-31.35,-118.74
1862,-40.99,-123.55
1968,-37.78,-26.44
1886,-20.09,98.96
1845,-40.99,-123.55
1923,7.23,-112.7
1913,-40.99,4.26
1878,-20.09,98.96
1978,-0.8,-103.66
1992,-16.87,-95.44
1898,-49.03,-2.45
1909,37.78,-144.41
1909,-42.59,-13.09
1820,-52.24,-13.14
1920,-4.02,74.73
1901,13.66,38.81
1971,-29.74,-114.46
1843,-21.7,-78.75
1901,-5.63,3.23
1997,-42.59,-13.09
1814,-23.31,-72.52
1825,-55.45,-36.85
2002,-26.52,-80.6
1891,-36.17,-59.67
1987,-39.38,-120.69
1829,-49.03,-2.45
1997,-23.31,-72.52
1959,-31.35,-120.63
1983,7.23,-39.73
1821,-31.35,-103.66
1944,-40.99,74.56
1858,-18.48,-74.37
1858,-39.38,-33.29
1966,-21.7,-78.75
1930,-36.17,-59.67
1755,-42.59,-13.09
1851,-23.31,-90.0
1938,32.95,69.89
1988,-37.78,-111.86
1990,0.8,-36.16
1984,4.02,40.98
1894,-55.45,-36.85
1858,-52.24,0.0
2004,8.84,-13.78
1935,-34.56,-70.05
1795,-45.81,72.69
1969,-31.35,-118.74
2005,-52.24,-13.14
1881,-4.02,74.73
1764,-52.24,0.0
1992,-29.74,-31.38
1939,-32.95,-45.0
1941,-23.31,-72.52
1851,-4.02,74.73
1981,-44.2,-125.22
1912,-21.7,-78.75
1910,-13.66,-99.91
1938,-0.8,-103.66
1936,-31.35,-103.66
1960,-36.17,-37.79
1886,-29.74,-31.38
1815,-50.63,-31.69
1906,-55.45,-36.85
2007,-37.78,-26.44
1981,-31.35,-118.74
1967,-24.92,-122.36
1957,-5.63,3.23
1837,-31.35,-30.16
1910,-31.35,-73.51
1922,-29.74,-31.38
1933,-36.17,-59.67
1973,-44.2,-125.22
1971,-24.92,-122.36
1926,4.02,-15.27
1887,13.66,38.81
1886,-5.63,3.23
1892,-34.56,-108.97
1817,-29.74,-31.38
1922,-15.27,-120.83
1873,-36.17,-59.67
1901,-28.13,-77.27
1841,-37.78,-126.1
1997,7.23,-39.73
1993,-29.74,-31.38
1876,-37.78,-113.9
1855,-44.2,-125.22
1827,-45.81,-125.77
1934,-42.59,87.27
2006,23.31,42.82
1978,18.48,-30.42
1771,-40.99,-29.82
1923,-26.52,-80.6
1872,-31.35,-103.66
1819,-50.63,-31.69
1896,-37.78,-126.1
1809,-42.59,87.27
1998,-42.59,87.27
1974,13.66,38.81
1816,-42.59,87.27
1781,-55.45,-36.85
1969,-52.24,0.0
1891,-16.87,-95.44
1864,-44.2,80.5
1916,-26.52,-80.6
1975,-21.7,-78.75
1850,-42.59,-13.09
1987,-26.52,-80.6
1838,-29.74,-31.38
1931,-37.78,-113.9
1956,-37.78,-26.44
1854,-23.31,-112.72
1930,-8.84,-38.11
1866,-31.35,-103.66
1997,-39.38,-116.53
1877,29.74,-31.38
1989,-12.05,-77.26
1991,-32.95,-45.0
1877,-44.2,80.5
1854,-28.13,-77.27
1875,18.48,-30.42
1985,-29.74,-107.08
1825,-50.63,-31.69
2005,7.23,-39.73
1850,-16.87,-78.7
1930,5.63,-106.55
1936,-45.81,-125.77
1918,12.05,77.26
1940,-12.05,-8.22
1829,-31.35,-30.16
1818,-18.48,-72.68
1994,-15.27,17.5
1909,-28.13,-77.27
1892,-37.78,-113.9
1937,-8.84,-38.11
1949,-24.92,-46.11
1893,-37.78,-111.86
1882,-8.84,-38.11
1924,-36.17,-37.79
1999,-39.38,-116.53
1858,-34.56,-108.97
2010,-7.23,-4.05
1811,-42.59,87.27
2007,-23.31,-88.25
1937,-34.56,-136.22
1976,-29.74,-114.46
1981,-37.78,-26.44
1851,-45.81,72.69
1947,-4.02,76.34
1817,-18.48,-72.68
1804,-42.59,87.27
1898,-31.35,-30.16
1997,-40.99,74.56
1885,-44.2,80.5
1957,34.56,-151.78
1978,-24.92,-46.11
1840,-40.99,-29.82
1977,4.02,-15.27
1851,15.27,47.5
1995,-44.2,-125.22
1942,-23.31,-112.72
1879,5.63,-106.55
1858,-40.99,-123.55
1934,-23.31,-88.25
1855,-18.48,-74.37
1884,-37.78,-26.44
1976,-32.95,6.7
1866,-36.17,-117.35
1884,4.02,-15.27
1856,-15.27,17.5
1903,-23.31,-72.52
1832,-26.52,-75.22
1822,-37.78,-113.9
2004,-34.56,-70.05
1876,-13.66,-99.91
1933,-2.41,-45.8
1967,-44.2,-125.22
2003,-0.8,-103.66
1937,7.23,-39.73
1975,-37.78,-113.9
1998,-36.17,-139.23
1992,-31.35,-73.51
1865,-21.7,-38.94
1931,-23.31,-72.52
1750,-60.27,-29.19
2001,-36.17,-139.23
1901,-21.7,-73.56
1902,13.66,38.81
1916,-39.38,-120.69
1840,-36.17,-37.79
1922,13.66,38.81
2009,-42.59,87.27
1869,-26.52,-80.6
1899,-37.78,-126.1
1896,-39.38,-116.53
1899,-39.38,-116.53
1771,-40.99,4.26
1973,4.02,40.98
1899,-24.92,-46.11
1985,-24.92,-122.36
1927,-40.99,-29.82
1800,-49.03,-2.45
1948,4.02,40.98
1917,-21.7,-78.75
1917,-15.27,-120.83
1832,-32.95,6.7
1908,18.48,-30.42
1832,-13.66,-80.09
1865,-39.38,-116.53
1892,-29.74,-107.08
1977,15.27,47.5
2009,7.23,-112.7
1956,-34.56,118.7
1810,-49.03,-2.45
1866,-4.02,74.73
1989,-28.13,-77.27
1982,-45.81,-125.77
1800,-13.66,-80.09
1870,-23.31,-112.72
1920,-12.05,-8.22
1985,20.09,44.36
1888,-2.41,-45.8
1867,-37.78,-113.9
2008,-31.35,-73.51
1823,-40.99,74.56
1999,-37.78,-113.9
1837,-55.45,-36.85
1968,-26.52,-80.6
1993,-34.56,-136.22
1862,-39.38,-33.29
1924,-21.7,-73.56
1825,-12.05,-77.26
1982,-23.31,-90.0
1830,-40.99,4.26
1796,-18.48,-72.68
1944,-4.02,76.34
1981,-37.78,-113.9
1832,-18.48,-72.68
2005,-39.38,-116.53
1936,-23.31,-112.72
2001,-45.81,72.69
2000,-42.59,87.27
1907,-42.59,87.27
1967,-29.74,-31.38
1856,23.31,46.31
1844,-31.35,-120.63
1949,-34.56,-108.97
1928,-39.38,-116.53
2006,-29.74,-107.08
1975,-18.48,-74.37
1920,-40.99,74.56
1803,-23.31,-72.52
1961,-44.2,80.5
1874,-39.38,-120.69
1786,-45.81,72.69
1962,12.05,77.26
1984,-31.35,-120.63
1995,34.56,-151.78
1887,8.84,-13.78
1942,-32.95,-45.0
1869,-44.2,80.5
1860,-40.99,74.56
1928,-31.35,-73.51
1964,-34.56,-136.22
1908,-34.56,-136.22
1826,-52.24,0.0
1880,-13.66,-99.91
1838,-36.17,-59.67
1994,37.78,-144.41
1979,-12.05,-77.26
1880,-31.35,-103.66
2008,-40.99,74.56
1953,-0.8,-103.66
1901,-32.95,6.7
1854,-15.27,-120.83
1857,-31.35,-120.63
1969,32.95,69.89
1951,-24.92,-67.39
1939,12.05,77.26
1834,-37.78,-26.44
1984,8.84,-13.78
1853,-29.74,-31.38
2008,-21.7,-38.94
1763,-52.24,-13.14
1881,-0.8,-103.66
1759,-60.27,-29.19
2012,-21.7,-78.75
1874,-20.09,98.96
1998,7.23,-112.7
1973,-24.92,-46.11
1800,-37.78,-26.44
1904,-55.45,-36.85
1979,-37.78,-126.1
1951,-29.74,-31.38
1905,-28.13,-77.27
1895,37.78,-144.41
1887,8.84,-13.78
1999,-4.02,76.34
1797,-21.7,-78.75
1857,20.09,44.36
1973,29.74,-31.38
1780,-50.63,-31.69
1831,-18.48,-72.68
1850,-34.56,-108.97
1818,-44.2,80.5
1923,-8.84,-38.11
1921,4.02,-15.27
1878,-39.38,-116.53
2010,-21.7,-38.94
1978,-4.02,76.34
1929,-39.38,-120.69
1855,-23.31,-72.52
1956,-18.48,-72.68
2001,-39.38,-120.69
1876,-8.84,-38.11
1800,-26.52,-75.22
1982,-18.48,-74.37
1952,-39.38,-33.29
1911,-23.31,-88.25
1875,-52.24,0.0
1939,7.23,-112.7
1975,-12.05,-8.22
1996,-8.84,-38.11
1935,-24.92,-67.39
1892,5.63,-106.55
1939,-21.7,-78.75
1920,-24.92,-122.36
1963,-31.35,-73.51
1884,32.95,-18.19
1957,-8.84,-38.11
1939,-32.95,6.7
1828,-26.52,-80.6
1900,-23.31,-72.52
1965,4.02,40.98
1851,-15.27,17.5
1927,-31.35,-73.51
1867,-15.27,-120.83
1819,-23.31,-90.0
1954,-20.09,98.96
1839,13.66,38.81
1784,-37.78,-26.44
1846,-36.17,-117.35
1836,-13.66,-80.09
1903,7.23,-112.7
1827,-40.99,-29.82
1881,-31.35,-30.16
1883,-26.52,-80.6
1889,-15.27,17.5
1905,23.31,46.31
1967,-15.27,-120.83
1939,-12.05,-8.22
1870,-39.38,-116.53
1842,-24.92,-67.39
1881,-34.56,118.7
1969,13.66,38.81
1906,-44.2,80.5
1996,-29.74,-31.38
1971,-21.7,-38.94
2002,-16.87,-95.44
1948,-40.99,-29.82
1857,-26.52,-80.6
1953,-20.09,98.96
1921,-31.35,-73.51
1868,-50.63,-31.69
1896,-34.56,118.7
2010,-2.41,-45.8
1953,-13.66,-80.09
1797,-60.27,-29.19
1945,0.8,-36.16
1799,-18.48,-72.68
1825,-40.99,74.56
1992,-4.02,76.34
1963,-29.74,-114.46
1933,-44.2,-125.22
1962,23.31,46.31
2011,-24.92,-67.39
1862,-13.66,-99.91
1811,-55.45,-36.85
1972,-50.63,-31.69
1960,-44.2,80.5
1782,-40.99,74.56
1975,-36.17,-59.67
1892,15.27,47.5
1996,-21.7,-38.94
1943,-44.2,-125.22
1914,-45.81,-125.77
1889,-60.27,-29.19
1832,-12.05,-77.26
1866,-34.56,-136.22
1875,-40.99,-29.82
1756,-45.81,72.69
1984,7.23,-112.7
1995,5.63,-106.55
1839,-28.13,-77.27
1959,-23.31,-112.72
1905,-36.17,-139.23
1921,-5.63,-3.23
1970,-60.27,-29.19
1891,-28.13,-77.27
1972,-44.2,80.5
1958,-24.92,-46.11
1914,-37.78,-26.44
1894,4.02,-15.27
1929,-4.02,76.34
1791,-40.99,4.26
1867,-10.45,-107.18
1952,-5.63,-3.23
1926,-31.35,-103.66
1833,-45.81,-125.77
1969,32.95,69.89
1949,-2.41,-45.8
1796,-21.7,-78.75
1864,-29.74,-31.38
2000,5.63,-106.55
1949,-40.99,74.56
1971,-13.66,-99.91
1929,-16.87,-95.44
1910,-18.48,69.3
1913,-16.87,-95.44
1903,-2.41,-45.8
1995,-55.45,-36.85
1844,-20.09,98.96
1987,20.09,44.36
1888,-23.31,-90.0
1839,-37.78,-26.44
2000,-23.31,-112.72
1933,-7.23,-4.05
1831,-18.48,69.3
1937,-20.09,98.96
1927,-21.7,-38.94
1906,-23.31,-88.25
2004,-5.63,-3.23
1943,-18.48,-72.68
1826,-28.13,-77.27
1920,29.74,-31.38
1997,-29.74,-31.38
2003,-12.05,-8.22
1881,-39.38,-116.53
1935,23.31,42.82
1977,-40.99,4.26
1926,-29.74,-107.08
1972,-0.8,-103.66
1928,-34.56,118.7
1971,34.56,-151.78
1913,-55.45,-36.85
1888,-12.05,-77.26
1820,-52.24,-13.14
1916,-55.45,-36.85
1954,-40.99,-29.82
1849,-55.45,-36.85
1882,-23.31,-112.72
1897,-26.52,-80.6
1981,-21.7,-73.56
1876,-16.87,-78.7
1972,-39.38,-116.53
1966,-18.48,-72.68
1928,-49.03,-2.45
1765,-40.99,-29.82
1936,-13.66,-99.91
1800,-52.24,0.0
1915,-34.56,-136.22
1995,-39.38,-33.29
1880,-31.35,-118.74
1863,-39.38,-120.69
1859,0.8,-36.16
1959,8.84,-13.78
1823,-42.59,-13.09
1906,-15.27,-32.5
1882,-44.2,-125.22
1884,-24.92,-46.11
1907,-50.63,-31.69
1909,-37.78,-113.9
1890,-23.31,-88.25
1920,-44.2,80.5
1884,-12.05,-77.26
1952,-16.87,-95.44
1799,-26.52,-80.6
2006,-2.41,-45.8
1979,15.27,47.5
1915,32.95,69.89
1975,-28.13,-77.27
1890,-32.95,-45.0
1942,-15.27,17.5
1990,-44.2,-125.22
1965,-49.03,-2.45
1905,-39.38,-116.53
1847,-28.13,-77.27
1967,-5.63,-3.23
1872,-40.99,4.26
1914,-10.45,-107.18
1927,-36.17,-59.67
1935,7.23,-39.73
1997,-37.78,-113.9
1892,-45.81,-125.77
1812,-40.99,74.56
1958,-45.81,-125.77
1931,-55.45,-36.85
1959,32.95,-18.19
1894,-8.84,-38.11
1855,-24.92,-122.36
1865,-18.48,-72.68
1787,-32.95,6.7
1793,-44.2,80.5
1854,-23.31,-112.72
2009,-24.92,-122.36
1818,-52.24,-13.14
1825,-4.02,76.34
1953,-36.17,-37.79
1932,-15.27,-32.5
1987,-16.87,-95.44
1860,-21.7,-78.75
1969,-34.56,-108.97
1848,-60.27,-29.19
1926,-31.35,-73.51
2008,5.63,-106.55
1938,-5.63,3.23
1970,-5.63,3.23
1890,-24.92,-46.11
1799,-24.92,-67.39
1986,-24.92,-122.36
1919,20.09,44.36
1977,-31.35,-73.51
1951,37.78,-144.41
1834,-23.31,-72.52
1771,-40.99,-29.82
1829,-42.59,87.27
2011,-37.78,-111.86
1830,-18.48,-74.37
1873,-40.99,4.26
1879,-31.35,-73.51
1921,7.23,-112.7
1910,-24.92,-122.36
1917,-18.48,-74.37
1938,-34.56,-70.05
1911,-13.66,-80.09
1827,-39.38,-116.53
1840,-52.24,0.0
2009,-39.38,-116.53
1950,-40.99,-123.55
1819,-31.35,-73.51
1876,7.23,-112.7
1835,-36.17,-37.79
1915,-0.8,-103.66
1814,-44.2,80.5
1994,-29.74,-114.46
1924,-37.78,-126.1
1902,18.48,-30.42
1773,-49.03,-2.45
1870,-31.35,-73.51
1952,-39.38,-120.69
1883,-36.17,-117.35
1853,-31.35,-73.51
1992,-8.84,-38.11
1949,-7.23,-4.05
1907,34.56,-151.78
2011,-36.17,-117.35
1974,-55.45,-36.85
1980,-42.59,87.27
1809,-39.38,-33.29
1800,-23.31,-90.0
2009,-23.31,-90.0
1860,-29.74,-31.38
1804,-24.92,-67.39
1939,-23.31,-72.52
1993,-45.81,-125.77
1875,-26.52,-80.6
1966,-5.63,-3.23
1867,-23.31,-72.52
1942,-52.24,0.0
1831,-28.13,-77.27
1981,18.48,-30.42
1852,23.31,42.82
1878,-60.27,-29.19
1882,-21.7,-73.56
1997,-40.99,-29.82
1903,37.78,-144.41
1951,-26.52,-80.6
1804,-23.31,-88.25
1990,-24.92,-67.39
1982,-39.38,-116.53
1920,-34.56,118.7
1943,0.8,-36.16
1832,-26.52,-75.22
1859,-29.74,-107.08
2007,-34.56,-136.22
1877,-37.78,-113.9
1876,-45.81,-125.77
2004,-44.2,-125.22
1884,-31.35,-73.51
1865,-21.7,-73.56
1860,-34.56,-136.22
1871,-34.56,118.7
1887,-21.7,-78.75
1911,-60.27,-29.19
1983,-45.81,-125.77
1990,-24.92,-67.39
1979,4.02,-15.27
1987,7.23,-112.7
1979,-37.78,-113.9
1880,20.09,44.36
1906,-45.81,-125.77
1840,-39.38,-116.53
1953,-36.17,-59.67
1905,-16.87,-95.44
1940,-23.31,-72.52
1980,-39.38,-33.29
1812,-60.27,-29.19
1836,-39.38,-116.53
1965,20.09,44.36
1976,-29.74,-107.08
1965,-26.52,-80.6
1833,-18.48,-72.68
1878,8.84,-13.78
1876,0.8,-36.16
1996,-4.02,74.73
1948,-29.74,-114.46
1887,-0.8,-103.66
1945,-10.45,-107.18
1989,20.09,44.36
2009,37.78,-144.41
1984,-21.7,-78.75
1926,-37.78,-111.86
1888,34.56,-151.78
1925,-31.35,-73.51
1991,-32.95,-45.0
1985,-50.63,-31.69
1971,23.31,42.82
1913,8.84,-13.78
1817,-32.95,6.7
1948,-32.95,6.7
1986,-2.41,-45.8
1892,-40.99,74.56
1760,-60.27,-29.19
1986,-4.02,74.73
1974,-34.56,-108.97
1984,23.31,46.31
1861,-23.31,-90.0
1868,-31.35,-118.74
1932,-40.99,-29.82
1989,-16.87,-95.44
1804,-52.24,-13.14
1834,-37.78,-26.44
1935,20.09,44.36
1995,-18.48,-72.68
1863,-20.09,98.96
1840,-39.38,-120.69
2006,4.02,40.98
1916,-18.48,-74.37
1857,-15.27,-120.83
1842,-37.78,-113.9
1961,-52.24,-13.14
1937,-34.56,-70.05
1936,-7.23,-4.05
2011,-31.35,-73.51
1886,-15.27,17.5
1896,-49.03,-2.45
1845,-45.81,-125.77
2000,-4.02,74.73
1873,-31.35,-30.16
1893,-21.7,-78.75
1796,-26.52,-80.6
1898,-4.02,74.73
1783,-39.38,-33.29
1855,5.63,-106.55
1899,-60.27,-29.19
1893,-40.99,74.56
1855,-45.81,-125.77
1933,-23.31,-112.72
1975,8.84,-13.78
1890,-31.35,-73.51
2011,-21.7,-38.94
1991,-44.2,-125.22
1881,5.63,-106.55
1988,23.31,42.82
2002,-36.17,-59.67
1889,-23.31,-72.52
1866,-20.09,98.96
1929,-45.81,72.69
1976,-52.24,0.0
1816,-42.59,87.27
1997,-42.59,87.27
1986,-37.78,-111.86
1928,-18.48,69.3
1978,-0.8,-103.66
1932,-24.92,-46.11
1898,-40.99,74.56
1973,-39.38,-33.29
1902,-29.74,-31.38
1878,-37.78,-113.9
1802,-28.13,-77.27
1941,-34.56,-136.22
1892,-32.95,-45.0
1930,-23.31,-72.52
1928,12.05,77.26
1977,-40.99,4.26
1889,-15.27,-32.5
2003,-7.23,-4.05
1857,-39.38,-116.53
1796,-23.31,-88.25
1833,23.31,42.82
1858,37.78,-144.41
1940,-37.78,-113.9
1895,-36.17,-37.79
1980,-21.7,-38.94
1885,-39.38,-116.53
1877,-16.87,-95.44
1920,-31.35,-120.63
1872,-29.74,-31.38
1870,-40.99,74.56
1985,7.23,-112.7
1973,32.95,69.89
1856,23.31,46.31
1936,-32.95,-45.0
1773,-60.27,-29.19
1868,-29.74,-31.38
1964,-45.81,-125.77
1949,-23.31,-72.52
1894,-23.31,-72.52
1791,-40.99,74.56
1993,-31.35,-73.51
1985,-16.87,-95.44
1977,-34.56,-136.22
1991,-34.56,-70.05
1999,-29.74,-31.38
1954,-31.35,-30.16
1824,-18.48,69.3
1845,-37.78,-111.86
1992,-15.27,-32.5
1845,-23.31,-72.52
1852,-21.7,-73.56
1817,-39.38,-33.29
1996,-15.27,-32.5
1970,37.78,-144.41
1884,-26.52,-75.22
1875,4.02,-15.27
1969,12.05,77.26
1915,12.05,77.26
1846,-39.38,-120.69
1865,-40.99,74.56
2000,-60.27,-29.19
1895,-2.41,-45.8
1891,-21.7,-78.75
1846,-37.78,-26.44
1984,23.31,46.31
1874,34.56,-151.78
1987,-20.09,98.96
1933,-40.99,74.56
1877,-29.74,-107.08
1926,-37.78,-26.44
1932,-40.99,4.26
1964,-37.78,-126.1
1848,-34.56,-136.22
1870,-55.45,-36.85
1953,-13.66,-80.09
1839,-26.52,-80.6
1884,-20.09,98.96
1959,13.66,38.81
1819,-31.35,-73.51
1904,-16.87,-95.44
1889,-36.17,-59.67
2000,-7.23,-4.05
1795,-50.63,-31.69
1845,-39.38,-120.69
1987,-12.05,-8.22
1887,-26.52,-80.6
1832,-23.31,-72.52
1835,-24.92,-67.39
1978,29.74,-31.38
2013,-31.35,-73.51
1901,-18.48,-72.68
2009,-15.27,-120.83
1849,-13.66,-99.91
1772,-40.99,74.56
1833,-39.38,-116.53
1931,-13.66,-99.91
1864,7.23,-39.73
1930,-37.78,-26.44
1904,-2.41,-45.8
1868,15.27,47.5
1969,-13.66,-80.09
1868,-34.56,-108.97
2003,-34.56,118.7
1880,34.56,-151.78
1809,-55.45,-36.85
1900,-24.92,-46.11
1813,-29.74,-31.38
1841,-21.7,-78.75
1907,12.05,77.26
1930,32.95,69.89
1856,-40.99,4.26
1820,-23.31,-88.25
1976,34.56,-151.78
1941,-28.13,-77.27
1957,20.09,44.36
1926,-15.27,-120.83
1951,-36.17,-139.23
1960,-39.38,-116.53
1965,-50.63,-31.69
1975,-55.45,-36.85
1933,-34.56,-108.97
1944,-15.27,-120.83
1835,-31.35,-73.51
1980,-31.35,-120.63
2001,-32.95,-45.0
1946,-2.41,-45.8
1918,-44.2,80.5
1840,-42.59,-13.09
1936,-16.87,-95.44
1901,-0.8,-103.66
1771,-45.81,72.69
1970,-60.27,-29.19
1914,23.31,46.31
1858,-49.03,-2.45
1929,-37.78,-26.44
1962,-7.23,-4.05
2000,-21.7,-38.94
1846,-31.35,-120.63
1823,-13.66,-80.09
1888,-34.56,-70.05
1818,-39.38,-33.29
1912,-34.56,-136.22
1979,-34.56,-136.22
1953,-55.45,-36.85
1816,-29.74,-31.38
2013,20.09,44.36
1848,-37.78,-126.1
1912,-37.78,-26.44
1915,-5.63,3.23
1897,-8.84,-38.11
1875,-36.17,-139.23
2000,-45.81,-125.77
1892,-0.8,-103.66
1750,-42.59,87.27
1862,-15.27,-120.83
1993,4.02,-15.27
1962,-29.74,-31.38
1910,-45.81,-125.77
1902,-31.35,-120.63
2002,-50.63,-31.69
1988,-34.56,-70.05
1836,-18.48,-74.37
1841,-36.17,-59.67
1818,-52.24,0.0
1880,-40.99,74.56
1905,0.8,-36.16
1857,34.56,-151.78
1869,-16.87,-95.44
1912,-31.35,-118.74
1887,-5.63,-3.23
1796,-42.59,87.27
1967,-44.2,-125.22
1941,-26.52,-80.6
1956,7.23,-39.73
1970,-32.95,6.7
1869,23.31,46.31
1964,32.95,69.89
1871,-36.17,-37.79
1788,-42.59,87.27
1911,-36.17,-37.79
1932,-23.31,-88.25
1977,-12.05,-77.26
2007,4.02,-15.27
1891,-40.99,74.56
1782,-60.27,-29.19
1865,-49.03,-2.45
1947,4.02,-15.27
1848,-23.31,-112.72
1849,-29.74,-107.08
1751,-55.45,-36.85
1825,-21.7,-78.75
1986,-15.27,-32.5
1909,-8.84,-38.11
1998,-24.92,-46.11
1917,-45.81,72.69
1913,-39.38,-116.53
1900,-7.23,-4.05
1896,-34.56,-108.97
1982,-4.02,76.34
1860,-23.31,-112.72
1980,-12.05,-77.26
2004,23.31,42.82
1781,-45.81,72.69
1854,-36.17,-59.67
1946,-21.7,-78.75
1871,-13.66,-99.91
1953,-28.13,-77.27
1890,-39.38,-33.29
1891,32.95,69.89
1978,-29.74,-114.46
1888,-7.23,-4.05
2010,34.56,-151.78
1867,-31.35,-118.74
1928,-28.13,-77.27
1826,-39.38,-116.53
1911,-24.92,-67.39
1936,-39.38,-120.69
1915,-18.48,-74.37
1896,-16.87,-78.7
1969,-12.05,-77.26
1907,7.23,-112.7
1992,12.05,77.26
2009,-13.66,-99.91
1914,-4.02,74.73
1951,-40.99,4.26
1926,-23.31,-112.72
1899,-24.92,-46.11
1913,-45.81,-125.77
1960,0.8,-36.16
1864,-40.99,-123.55
2006,-40.99,4.26
1973,8.84,-13.78
1995,-12.05,-8.22
1966,-39.38,-120.69
1846,-29.74,-114.46
1986,32.95,-18.19
1978,-42.59,-13.09
1991,4.02,-15.27
1904,-49.03,-2.45
1964,32.95,69.89
1928,-36.17,-37.79
1979,-20.09,98.96
1887,-36.17,-139.23
1962,-45.81,-125.77
1945,-21.7,-73.56
1917,-12.05,-8.22
1940,-49.03,-2.45
1988,-32.95,6.7
1867,-50.63,-31.69
1947,-37.78,-111.86
1982,23.31,46.31
1955,-12.05,-77.26
1827,-39.38,-116.53
1972,32.95,69.89
1930,-18.48,-74.37
1789,-55.45,-36.85
1868,-23.31,-72.52
1839,-42.59,87.27
1895,-40.99,-29.82
1920,-28.13,-77.27
1910,18.48,-30.42
1996,-36.17,-117.35
1984,-10.45,-107.18
1894,-12.05,-77.26
1844,-36.17,-59.67
1923,-31.35,-118.74
1974,-29.74,-107.08
1923,-23.31,-88.25
1925,-37.78,-26.44
1937,-7.23,-4.05
2003,-31.35,-73.51
1950,-34.56,-108.97
1975,23.31,42.82
1955,-45.81,72.69
1861,-39.38,-120.69
2002,32.95,69.89
1773,-52.24,-13.14
1908,-13.66,-80.09
1872,-36.17,-37.79
1955,-26.52,-75.22
1994,7.23,-39.73
1814,-42.59,-13.09
1999,-8.84,-38.11
1893,7.23,-112.7
1809,-29.74,-31.38
1865,-4.02,74.73
1928,13.66,38.81
1888,4.02,-15.27
1996,-18.48,-74.37
1943,-0.8,-103.66
1958,-45.81,-125.77
1821,-37.78,-113.9
1986,20.09,44.36
1838,-18.48,-72.68
1872,-26.52,-75.22
1855,-31.35,-103.66
1819,-24.92,-67.39
1872,-26.52,-80.6
1843,-39.38,-33.29
1909,-36.17,-139.23
1823,-24.92,-67.39
1932,-12.05,-8.22
1859,-24.92,-46.11
1861,-42.59,-13.09
1944,-39.38,-120.69
1934,-40.99,-123.55
1981,-16.87,-95.44
1886,-42.59,-13.09
1932,-16.87,-78.7
1884,-50.63,-31.69
1763,-52.24,0.0
1959,-32.95,6.7
1942,-42.59,87.27
1916,-18.48,-74.37
1942,-29.74,-31.38
1869,-39.38,-116.53
1859,-37.78,-111.86
1962,-0.8,-103.66
1994,-20.09,98.96
1918,-40.99,74.56
1907,0.8,-36.16
1948,-36.17,-59.67
1828,-16.87,-78.7
1973,32.95,-18.19
1850,-37.78,-126.1
1958,-12.05,-77.26
1955,-4.02,76.34
1938,-31.35,-120.63
1950,-44.2,80.5
1858,-18.48,-72.68
1952,-7.23,-4.05
1934,-37.78,-26.44
1996,-37.78,-126.1
2009,-18.48,69.3
1974,-21.7,-73.56
1953,-37.78,-111.86
1810,-29.74,-31.38
1930,-42.59,87.27
1872,-34.56,-108.97
1799,-12.05,-77.26
1849,-45.81,-125.77
1834,-26.52,-80.6
1987,0.8,-36.16
1861,-37.78,-111.86
2006,-13.66,-99.91
1988,13.66,38.81
1867,-40.99,-29.82
1888,-18.48,69.3
1768,-52.24,-13.14
1948,-12.05,-8.22
1962,-36.17,-139.23
2009,-4.02,74.73
1961,-32.95,6.7
1898,-23.31,-72.52
1888,23.31,46.31
1906,-8.84,-38.11
1796,-44.2,80.5
1952,-34.56,118.7
1888,-34.56,-136.22
1978,12.05,77.26
1978,-50.63,-31.69
1955,-32.95,-45.0
1913,-18.48,-74.37
1839,-44.2,80.5
1802,-23.31,-90.0
1909,-39.38,-33.29
1901,-39.38,-116.53
1842,-13.66,-99.91
1916,-52.24,-13.14
1993,-24.92,-46.11
